text,label_id,ds
This is a staged scene there is no license plate on this truck and it is a refrigerated trailer look at the facts people you can't drive a commercial truck down the roads of Texas without a dot cop pulling you over don' be fooled this whole thing doesn’t add up,2,ethos
This guy gets my nerves!!!!  I'm a Christian who is a transgirl. Too bad for him,2,ethos
"this doesn’t  represent mental illness correctly at all, it doesn't just randomly appear its always present",2,ethos
This documentary is on point. This helped me through class ty boy,2,ethos
"this actually makes me so angry. people are just stupidly looking for attention and want to make themselves feel like the most important human on earth. nobody pretends to have cancer or any dangerous physical illness too so why pretending to be “dEpReSsEd” and “aNxIoUs”. nobody should ever feel this way the way it really feels. He has no mental disorder, that’s a fact.",2,ethos
They must be really suffering if they're throwing food all over the ground for the pigeons.,2,ethos
they could have shot him in the legs no one gets in risk of dying,2,ethos
"They are the most calm and patient police ever, also, did the bald police man just get stabbed?",2,ethos
"They are forgetting Russell Crowe 's performance in A Beautiful Mind. I know schizophrenia, and it was spot-on.",2,ethos
These were the days!,2,ethos
"these videos may already feel long but their responses are cut so short and not given a true voice. I would love if you produced fuller videos so we, the viewers, can really hear what these people have to say because these are all topics that are not common among today’s people. It's rewarding to hear insight from both sides no matter the topic.",2,ethos
These boys will then grow up with people making fun of them and they will then hate their parents for ruining their lives.,2,ethos
There's not anything to refute because its just a massive cope lol.,2,ethos
There's a lot of confusion about male/female vs. masculine/feminine.  They don't always line up.   And nobody seems to ask why there are so many more male to female transexuals than female to male?,2,ethos
"There isn't too little land, there isn't inefficient land use, there aren't too restrictive land use policies, there are TOO MANY PEOPLE.",2,ethos
There are so many errors XD,2,ethos
Then the same people choosing the same answer,2,ethos
The Veil of Isis is also a great song by The Sword.,2,ethos
The pure misery in these men’s eyes it’s heart breaking. God bless them!,2,ethos
The problem here is that the people don't listen to the people. I feel as if people on both sides would actually listen to one another they would learn something.,2,ethos
"The most peaceful religions came from India like Buddhism, jainism etc.",2,ethos
the guy (guessing) in the wheelchair was so sweet awh!!,2,ethos
The girl in the thumbnail looks badass,2,ethos
The girl in the dress reminds me of opal from bird box,2,ethos
The eye contact never lies,2,ethos
the engagement ring story outrages me more than it should have.,2,ethos
The degree of improvement is amazing. My father donated stem cells to my uncle and cured his lymphoma. Stem cells are the future of medicine.,2,ethos
The dark cloud is the side of you that you cannot fully understand but its your alter ego that you need to accept or you’ll be deprived of your superpowers.,2,ethos
The blonde lady and the dude in the orange shirt had me quaking,2,ethos
The 100 people that disliked this are just salty that we are stealing your dates.,2,ethos
That's their problem and no one should interfere with their own way of life. If someone is unhappy they can try to escape.,2,ethos
"That's Hip Hop. Not the sh***t they bring today. Where are the critical minds of our time. If no one will come out I'll do it myself. Racism, Oppression, Hate still is very much there in 2019.",2,ethos
That's a terrible photo to use.,2,ethos
that song is fucking awesome.,2,ethos
that is the most beautiful right hook ive seen. what a hero!,2,ethos
That hair cut makes you irresistible,2,ethos
That guys chin strap bothers me man....idk why.,2,ethos
Terrorists are not Muslims They are just using name of islam,2,ethos
Terrorism has no religion Terrorism is a cancer need to be wipe out. RIP to all victims,2,ethos
"Tell me now ""Whose the terrorists again ""???",2,ethos
Technically ISIS is a CIA/US creation so...,2,ethos
T-Rex mated with a donkey,2,ethos
Sweden is so cool !,2,ethos
Support gay pride,2,ethos
STOP. DRINKING. COW. MILK.  Do people realize that for a cow to produce milk it has to get pregnant? and for people to have such milk the calf cant consume any of it? Do they realize that puss and blood is found in milk and that the milk at the grocery store is only 5 to 10% milk and the rest is just powder and water?  Gross.,2,ethos
"Stop war. Lead, Radiation, chemicals is killing this earth.  Share, care, sympathy, and empathy most of all Love is needed in this world.",2,ethos
Statistics show that if you support don lemon or you agree with him or if you think he's intelligent then you're overwhelmingly ignorant. Don't blame me that's just facts,2,ethos
"Son, the greatest lesson I can teach you is this: Don't tell your troubles to others. Because if you tell ten people of the problem you are having. Seven of them won't care, two of them will laugh at you behind your back. One of them will tell you to deal with yourself.",2,ethos
Some of the lyrics are wrong,2,ethos
Society is fucked for sure. And that’s everyone’s fault,2,ethos
"So when i scroll down to read/leave a comment and scroll back up they blue like thumbs up goes away, it has done this 4 times in a row now. Hmm is it just a glitch or does YouTube remove it when they think you will just leave the video without checking? This happens a lot but only on channels like this.",2,ethos
So sorry about this bombing attack in Manchester. Innocent people just died,2,ethos
So how long have you lived in your mother's basement?,2,ethos
Slow down the cuts between shots. Way too fast.,2,ethos
Short answer: if you are a murderer or child molester that is the natural choice.,2,ethos
"She's a really courageous woman! She is one of the most impressive women I've ever listened to. I appreciate  her film, and I certainly wish her continued success and happiness. She is definitely a cut above both as a filmmaker, and most especially, as a person! She is an incrediblely remarkable woman!",2,ethos
She the one being tense,2,ethos
She is flawless. omfg,2,ethos
"Salute to this woman in Hollywood! You are so human, my lady. I love you",2,ethos
Responsibility is something that needs to grow inside of everyone,2,ethos
relax and do something...wink wink. hahahahaha! totally enjoying your videos! you both are super yummy!,2,ethos
Red pill activism should be a thing.,2,ethos
Read this sentence slow,2,ethos
put the speed on 1.5 its so good!,2,ethos
Pokemon is the best game ever,2,ethos
"People in 2019 keep it that of racism ???... I'm puertorican, my grandma is native, my grandpa black, my mom is ""mulata"" , my dad is white. I'm white skin green eyes, flat nose, big lips... Haha What raze should I date??... I gonna tell you something- I love all kind of womens all of shapes, but curvy, Latinas, white, black, asian, arabian. I dnt know but every single raze and person have different type of beauty.  So lets keep racism down in the floor and rise the love for the humanity. And everybody have the personal choose of dating who's more attractive to them.  I choose the mix between white and black. We call mulata...Happy life!!!",2,ethos
"people have rights to follow there own religion, if they try to force people not the following there religion then that country running a dictatorship, hopefully soon there will be change in low by the international pressure,",2,ethos
People hate you People think your ugly  People think your a horrible person Well guess what   No ones name is people,2,ethos
"People are scared of change and things they don't know or understand! There's good and bad in every race, religion and culture!",2,ethos
"People are individuals.  Look at character and behavior, obviously. Race? Meh. That tells you a genetic geographical trait, and that's about it.",2,ethos
"Our world should be ashamed, the west should live with the knowledge that we did nothing to stop this until it was far too late.",2,ethos
"Omg, Macklemore is iconic and I love him.",2,ethos
Omg that is awesome so much hate but stay positive,2,ethos
"OMG Lucas !! Such a great kid, such a big grow",2,ethos
"Okay first of all Drag is not a fetish.  It can be but it's not inherently  meant to be.  It's performance art.  Its  a mature form of  performance art.  Its  literally grown ups playing dress up .  But yes it's highly sexualised as with anything catered to an adult audience so i think it's downright disgusting to bring your 5 year old child to a drag convention where literally companies  have booths selling sex toys.  Its not progressive to let your kids perform seductively infront of an audience, its creepy.",2,ethos
Oh god F*CK I’m crying :’),2,ethos
Not only the politicians are going into the wood chippers but also the police.,2,ethos
"No shower for two days? I bet you smell like Doritos, Mountain dew and shameful sweat.",2,ethos
No need to lip sync just get your mic and put it closer to you and you'll sound fine,2,ethos
no fucking way a machine would recognize that shit LOL,2,ethos
"No body can change their biological sex, but they can change their gender.",2,ethos
"Nice concept, good story but poor act. Try harder next time",2,ethos
"Next on your list, pierce your face with a katana.",2,ethos
My sons school had someone in doing a talk for autism awareness he himself was autisic. He made aware that animals can be autisic too and introduced a picture of his pug lola whom is also autisic which I found interesting.  My 10 year old son is autisic,2,ethos
"My smile is beaming, my skin is gleaming! YUH",2,ethos
My grandma had a roommate who was a drag queen I had drag queen knwonledge at 11 and what was cool lol,2,ethos
"My fav is to ask her out, explicitly defining it as a date.  Try it. It works.",2,ethos
"My cousin has that, he's 7 but still can't talk properly like a 1 year old. He's sensitive to loud noise or crying noise. It's hard to talk to him but I still love him cuz he thinks of me as one of his favorite person besides his mother.",2,ethos
My car is my love of my life. I fucking love this bitch. It's fast and it makes me feel complete ,2,ethos
My best friend is muslim. And he is the best man in the world,2,ethos
"Much love to you, thank you for your courage. Keep speaking your truth",2,ethos
Moving from France to Spain will be a motherfucking big change,2,ethos
Maybe I’m crazy. Maybe I’m not. I really don’t care if you try to fuck with my brain but ill stand strong bitch,2,ethos
Masterful. Love & pain in this here post,2,ethos
Love the videos,2,ethos
LOVE IS LOVE  ROSES ARE REDS VIOLET ARE BLUE HAPPINESS IS ALL COLOR'S  LESBIAN IS BLESSING  BISEXUAL IS BEAUTIFUL  GAY IS MARVELOUS! ROSES ARE RED VIOLETS ARE BLUE  IM GAY AND SO ARE YOU AND WE ARE HAPPY THAT WAY    DON'T BE RUDE BE RESPECTFUL FOR LGBTQ PEOPLE ITS LOVE AND LOVE IS AMAZINGLY IMPORTANT AND BEAUTIFUL WE ARE ALL HUMANS AND WE ALL LOVE NO MATTER WHAT,2,ethos
Love being roasted,2,ethos
Lots of Loving ppl in world but unfortunately due to presence of few percentage of dead souls Make world Look like Hell,2,ethos
Lots of haters out there and for no reason at all,2,ethos
"Lmao, fucking hilarious",2,ethos
Literally the reason why I'm deleting my Instagram account. Sick of this fakery.,2,ethos
LILLY SINGH IS A QUEEN! Yay but when will be the next episode,2,ethos
Lauren is SAVAGE. love her,2,ethos
Lady Gaga is the Freddie Mercury of our generation,2,ethos
Just wanna know how the fuck did this show up on my home on YouTube. So damn disturbing..,2,ethos
Just kidding but I know how It feels,2,ethos
Japanese culture is ancient and unique,2,ethos
japan only rejected 99 they should reject all those mother fuckers,2,ethos
"Ive had panic attacks due to nothing. Or at least i wouldnt know what wouldve triggered it. My question is, is that normal?",2,ethos
Its a challenge can anyone do it in reality,2,ethos
It's not guilt. It's stupidity on a scale unknown in human history.,2,ethos
"It's like you can't do anything without someone saying it's wrong cause of other people ,it's a joke people.",2,ethos
It should be humanity first before any country,2,ethos
It is very easy in Seattle for a wheeler! but it is not the same in all towns and countries!Ôªø ,2,ethos
It is time for Trump to find a natural death or somehow a bullet finds him and puts us out of his misery.,2,ethos
"It doesn't matter if you're black or white, gay or straight, woman or man, trance,  disabled, Dyslexic or intelligent we all are people.  Quality!",2,ethos
Islam is the true religion. believe it brothers,2,ethos
Is there still a Job like this I would like to take it. Thats not a Joke!,2,ethos
"Is that the dude who walked into the room, kissed the girl on the cheek, then left?",2,ethos
"Incredibly fucking annoying voice, but reasonable arguments. I agree",2,ethos
"In the UK, there is a maximum of five years prison sentence for this abuse .. whether male or female!  It is non-gender specific.  It does not matter who abuses the most, it happens to both genders, and the law does not discriminate by gender",2,ethos
"In my opinion, God loves us all for who we are, no matter your sexuality, gender, races, religions or anything.  your actions and personalities count.",2,ethos
"In a world full of hate remember to light up the darkness, as this world is but temporary.",2,ethos
Im very glad to have friends,2,ethos
Im lesbian and proud im happy my friends accept me but i dont know if my family does but i dont care what anyone says im proud to be a lesbian,2,ethos
"Im from the philippines. When i go outside the country, they think im chinese but does it matter to me? Nope. Asians who grew up and living in Asia dont make a big deal bout this. Not sure why in America it's a different story.",2,ethos
If you search 'couple goals' there's a picture of Danny & Aaron,2,ethos
If you ever wake up one morning and want to smile because you're happy with being just who you are. Don't,2,ethos
If they see the bully bulling her i would be     Hey here is the middle finger and i would record what they did so the can get in real trouble,2,ethos
"If they are so much like family, why don' they treat them like family and sponsor thier petitions?",2,ethos
If theres any Jikook shippers who ship them romantically...LIKE THIS VID AND THE COMMENT NOW,2,ethos
Iconic woman she's done so much for the UN,2,ethos
I’m very sad about this fucking situation with all this muslims,2,ethos
I’m an arab and I can make a difference. And I see them as stylish people,2,ethos
I’d like to see a because I’m black compilation video,2,ethos
"I'm white, I'm proud to be white, I love diversity and people of all nations.... lets move on. :)",2,ethos
I'm sick and tired of this black and white thing....can't we just stop and let's be happy for just one day.....we are all one let's stop this please... One love and peace.,2,ethos
I'm glad someone finally also brought light on the pay gap in asian countries (description of video) because frankly often it is only focused on the US where the pay gap is really small already compared to asian countries. (in the US it's about 6%),2,ethos
I'm a male I would fight for women rights because we all are human,2,ethos
I'm a British born Muslim who helps Slovakians and other immigrants from that region. My faith has taught me to respect and honour.   These are strange times.,2,ethos
I'm a bisexual but never had sex. I'm 31.,2,ethos
"I'm  heterosexual and African by birth, by breed and by character... and a very traditional man, Xhosa to be precise. But i still believe in human rights... we are all equal, whatever  religion, ethnicity, demography, tribe or language... we are all equal. And one day people will be free enough to love and date whoever they wanna without prejudice and judgment. 2019‚Ä¶Viva human rights viva",2,ethos
I would order a bucket of ice cold water so I can pour it on him,2,ethos
I work 10 hour shifts starting at 4 am. I don't know if I can effectively cut caffeine.,2,ethos
"I wish him the best, as well as his children.",2,ethos
I wish everyone had a father like him so loving and caring,2,ethos
I was just recently dancing in the club with this song oh man I was grabbing some ass that was blast next day my legs hurts so bad,2,ethos
"I was hoping you'd post a new video!! I know you're busy, of course, but you're just so interesting, I wish you'd post moreÔªø",2,ethos
"I was clinically depressed for a while and this blew my mind. Due to me having stress I don't say 'oh man I'm getting anxiety' or 'ugh I'm so depressed' because all that does is brings attention I don't want.  The fact that people make these illnesses a fashion merch makes me feel like everyone is looking in my or other people's directions. Memes are relatable,funny, and relieving. When he said 'Do people who post these memes have a mental illness or are they just doing it for ..' it made me wonder alot   Now Ik what people are capable of nowadays",2,ethos
I want to draw you something but I do not know where to send it. Do you have an instagram? ^^,2,ethos
I want people to throw Skittles at me at my wedding,2,ethos
I very much appreciate the Asian woman's smarts.,2,ethos
I think black and white are just labels. People can live together in piece despite colour dismatch,2,ethos
I support lgbt… i want youre support for lgbt in pakistan,2,ethos
I still have not come out to my family about  being Bieber and I'm just tearing up,2,ethos
I ship you guys please get back together,2,ethos
I remember that scene from the X-Files and it made me so mad √∞¬ü¬ò¬° Mulder WHY,2,ethos
I really wanna be in a public experiment like this myself as I am a trans man. Happy I can at least watch WWYD doing it. Please do more experiments with trans men/ transgender people in general.,2,ethos
"I really like a lot of what you said here. I feel like i can barely speak up about this side of the topic because people are quick to shut down those who try to be too serious about it.  'Anxiety' and 'depression' and 'mental illness' have almost become buzz words. It seems that a lot of people don't know how difficult it is to really suffer and feel out of control of it all.   As you spoke about, there's a fine line these days between awareness and influence. People get ideas in their heads and see the memes and the relateable content and start linking everything to their own lives. Before you know it, you've got perfectly healthy people being tainted by the world and people around them, imposing problems upon themselves and making life more difficult than it needs to be. It desensitises the whole situation and now I have people coming to me with real problems who don't want to speak up because of the upsurge in people talking about it. They feel they wouldn't be taken seriously. And that's horrible.   I do understand though that it's an impossible seesaw to balance since so many people are involved and so many minds with a million ideas and actions are impossible to control and have on the same wave length.",2,ethos
I pray to the god of the heavens and the Earth bless the victims of Boko Haram.,2,ethos
I love bi girls and lesbians,2,ethos
"I just want to sit down with both of them, buy them a drink, and just talk. I don't care what it's about, they just seem like people who must be great to have a conversation with.",2,ethos
I just love hypocrisy. Am I sick?,2,ethos
I have started writing a book.,2,ethos
"I have autism, yet i have alot of friends",2,ethos
I have a schizophrenia and I fight alone,2,ethos
I hate being alone at night. Its fucking creepy,2,ethos
I got my first one today on my bday. I smoked too much weed. I thought I was going to die. Scariest shit ever. This is definitely useful so thank you.,2,ethos
I feel so dumb I want to have even labeled them as disabled even if I knew them.... when I think of disabilities and especially in terms of affecting one's relationship I think of more like mental disabilities or so serious that you can't use ur body. Thank you for enlightening me and I'm sorry.,2,ethos
I feel like they should give the reporter a pistol or something to protect himself,2,ethos
"I fear any future hate crime victim may well be labeled as just ""pulling a smollett"".",2,ethos
"I failed one little test and my mom got scared and said, ""You're moving with your auntie and uncle in Alaska.""",2,ethos
I don't understand why people get mad at the things that he says he has  A right to his opinion Just because he doesn't agree with you that does not make him a monster or evil person. It's annoying in 2018 on you to 2019 people are operating with an extremely sensitive Ignorant mindset if you don't agree with them,2,ethos
"I don't see why we don't just create a transgender category. Seems the most obvious and fair solution. Great athletes will still compete. And the playing field will be as level as can be.  I mean we create weight categories to maximise the fairness of boxing/mma fights. We recognise that just because two people are both male they compete at different levels.  We can do the same for transgender athletes, surely?",2,ethos
I don't know but I don't trust  this guy's... It's all about the money... Plss let the dead in their world stop making shows...with his death..couse u didn't have ballssss when he was alive...,2,ethos
"I don't have any facts, I don't have any Statistics, I am a Human Being The fuck is that even mean?",2,ethos
"I don't care what people say these two fuckers are lying,the Facts are stacked against them I hope they going to pay for this smere campaign",2,ethos
"I could not be as brave if I lost my son and husband, bless her strength and kind heart.",2,ethos
I could just cuddle with him,2,ethos
I cant understand why someone would think it's ok to bullie someone,2,ethos
I cant be the only one that thinks this kinda sounds like make me cry by Noah Cyrus,2,ethos
I can smell the failure through my phone screen,2,ethos
i came from a small country in asia and not that much people doesnt know that every time i travel to somewhere else people ask me so are u chinese? or japanese? or korean? srly every country isnt china or japan or korea in asia,2,ethos
I bet they had jobs.,2,ethos
I am so sorry for all the people who disrespect all you guys and I wish I could do something  so they wouldn'. But I can' but you guys know  I love all you guys.â¤,2,ethos
"I am proud to be white I cant believe that some of these people said that they weren't proud to be white?? I'm proud to be white. I didn't choose my race, so just own it. Be proud to be what your are. You're black? Be proud to be black. Being proud of one's race/culture isn't exclusive to just POC or anyone else. Again, you are what you are so just own it.",2,ethos
I am possessed by deamons ,2,ethos
I adore her voice. She is so talented. What a beat!,2,ethos
How much is this lawyer getting paid to go through all of this? It's not that much money in the world to take up for this fool!,2,ethos
"How do you wake up and think this is actually cool? Like do you honestly believe that the average person, who adheres to normal and basic societal rules, looks upon you respectably in any manner?",2,ethos
Holy shit I want to go to a wedding with eight pugs! Are you kidding me? Eight pugs?! That's fucking amazing and nobody can convince me otherwise.,2,ethos
hollywood is the most bizare sickest and evillest industry,2,ethos
His eyebrows probably represent his parents relationship,2,ethos
Hey dude. You re awesome. Pls teach me!!!,2,ethos
hey baby you look like tinkerbell luhlulhulhulhulhluh,2,ethos
Here in 2019. May history be on the right side this time.,2,ethos
Her smile is SO beautiful omg! Continue being who you are!,2,ethos
Head is the shape of a light bulb,2,ethos
He's got the hottest man tits i've seen.,2,ethos
He was so handsome in that era...he didn' use lipsticks at that time…,2,ethos
He smiles while talking about drowning his own children,2,ethos
He seems like the very talkative taxi driver,2,ethos
He has lower iq than when water freezes,2,ethos
Has anyone cried in front of their parents and feel totally ashamed and invaded afterwards ?,2,ethos
Great video! Thank you √∞¬ü¬ô¬è,2,ethos
Gosh you guys are getting less funny with each episode.,2,ethos
Goosebumps when the beat drops üòä,2,ethos
"Good for him! That's an EDUCATED man, right there!",2,ethos
"God,my humble question to u almighty... Y u send them to earth to suffer?",2,ethos
God bless you dears,2,ethos
Girl:(anxiety attack)  Dog: you good bro?,2,ethos
"Gay. Straight. Homo. Lesbian. How about 'People"". Hmmm. Love you ALL!",2,ethos
Gas should be your preferred drink,2,ethos
Fucking good punch dude,2,ethos
For the static sound - what do you use for editing? I know it'¬Ä¬ôs annoying but if you use premiere pro you should be able to use decrackling to help a bit,2,ethos
Finally someone who means what he says. It's been a year and I'm still cackling.,2,ethos
Finally figured out where that voiceclip came from... I'¬Ä¬ôm so happy,2,ethos
Fake news fake news,2,ethos
Facing challenges is hard to go through.,2,ethos
Every publicity is good publicity ha ? I'm here after watching leaving neverland i don't know he is guilty or not but in music he is a legend and no one can take that from him,2,ethos
"Even watching it on screen feels intense....imagine what they would be feeling to witness this horror first hand. To just be there takes some courage, let alone even touching the dead.",2,ethos
Even straight boys played with Barbies when they were kids!  Not an issue.,2,ethos
"Equal pay message, um, says the guy who want socialism in the United States of America",2,ethos
Enough is Enough,2,ethos
dunno if this makes me disabled but I have asthma so if there was any running or stairs involved then il just die from suffocation in my own lungs haha xxx,2,ethos
Dont do drugs kids...,2,ethos
Don't ever kill yourself no matter what other people think or say about you it just matters what you think about yourself and how you feel,2,ethos
Do you know why he is smiling because there is no “excretion law” in New Zealand! The max sentence he will receive from a judge is no more than 27 years in prison! Is this justice? Or because Muslims lives don't matter!???  :(((,2,ethos
Do you know how much boys are in a abusive relationship right now? This disgusts me.,2,ethos
Did anybody actually know that h3h3 was a reaction channel,2,ethos
Depends on whether or not Ryan Reynolds is in the room,2,ethos
"Delightful!  Brought back some memories . . . .   Have a wonderful week, guys!",2,ethos
Damn that made me laugh!,2,ethos
Dad doing her hair so cute !!!!,2,ethos
Cutting fundings is just going to make the problem worse,2,ethos
Conveniences are all the real,2,ethos
congratu-fuckin-lations to all the pitbull owners who make it by without getting bitten. DO NOT ENCOURAGE PEOPLE TO FOLLOW IN YOUR FOOTSTEPS. i know people whose lives have been RUINED by these animals. regardless of your ''PACK MENTALITY'' these dogs are rage machines and your dodgeing a bullet every day they dont hurt your family.,2,ethos
Civil rights movement for transgendered people,2,ethos
"Children have no business developing their 'sexuality"". THEY ARE CHILDREN! LET THEM BE KIDS!",2,ethos
"Child abuse, manipulation etc. What the hell are we transforming this world into??? How sick mind can people have and how stupid can others be to send their kids there???",2,ethos
Certainly you can. You can make it illegal to use them. Boom. Done. It's solved.,2,ethos
Can't wait for the music video!!!!!,2,ethos
Can't tell if you're a pedophile victim or a pedophile.,2,ethos
"Can' you all see how absurd it is? Calling all white people racist, calling all black people criminals, it's all the same. Why does race even matter? Why can' we judge terrible people not terrible white people?",2,ethos
"can we not fucking explain the whole song and just appreciate billie's voice? she's a fucking angel man and she doesn' need explanations about her songs. just listen, and enjoy it.",2,ethos
Can I get a shoutout pleaseeeeee I only have a little bit of people :(,2,ethos
"Buy lethal guns ... Real ones, not toys!",2,ethos
Buy a pc game call camp buddies trust me you haven'¬Ä¬ôt seen anything yet,2,ethos
"Bruh I would fuckin love to film a video with Maurice man, he is like an older black version of me I swear to god",2,ethos
broke my heart to see the young boy claim his allegiance,2,ethos
Bro..your channel needs to grow man,2,ethos
Bottles are beautiful on the inside and out,2,ethos
"because people becomes evil easily, it is in our genes",2,ethos
Beautiful in every way!,2,ethos
Be aware of the girl in class who doesn't know how to control her emotions because she doesn’t understand that it's not socially acceptable for someone her age to have an outburst.,2,ethos
Awful. Such a terror coming from nowhere. Felt for him,2,ethos
At the end you literally described yourself as a gold digger,2,ethos
At that point you have a right to defend yourself... But the sad thing is I bet if he would have defended finale he would have gotten in trouble... Sadly he did the right thing but sufferd greatly...,2,ethos
As having friends whom are part of the LGBT+ community and being a supporter of them and I think this is awsome and in middle school,2,ethos
"Archeological evidence is clear, europeans have always taken care of each other regardless of disability, and we will never stop until there is no more disability! Are we just cool or what, turns out that disabled people take care of us to, and together we are even cooler!",2,ethos
"Apple is trying to be that one company that the whole world basically depends on in the future. (You know, those future movies where one company does everything.)",2,ethos
Anyone should leave their partner at the very first sign of abuse,2,ethos
anyone else get full body numbness that lasts for weeks and rapid muscle spasms and 'shock' feelings when trying to sleep at night? I can only sleep once every 48 hours :(,2,ethos
And we have alot of Democrats who support this bullshit.  DRAIN THE SWAMP!,2,ethos
and we can all make america grea- ..... make america better,2,ethos
America is the greatest country. That aint lie you know that I know that,2,ethos
Always been impressed with how professional and non aggressive british cops are yet they still get the job done hats off American police need to take notes,2,ethos
All these women have such obvious respect and admiration for each other,2,ethos
All of these clueless reporters comparing themselves to Cronkite and Edward R. Murrow and they can't even get through a teleprompter read-through without hitting the floor.,2,ethos
"ALL LIVES DO MATTER NO MATTER IF YOU R BLACK, WHITE HISPANIC ,MUSLIM, JEW, ATHEIST , CHRISTIAN.....PERIOD.",2,ethos
All I know is that my disorder ruined my fucking life.,2,ethos
"ADIDAS for you means ""All Day I Dream About Snacks""",2,ethos
ABUSERS ARE NOT JUST MEN. THEY CAN BE WOMEN TOO,2,ethos
"Absolutely excellent as ever, and yes, cycling is fabulous for mental health.. bike when you'¬Ä¬ôre happy, bike when you'¬Ä¬ôre sad, shout at the rain, scream inwardly at a complex hill climb and get that endorphin rush from being outside.. and smile at your fellow cyclists (and passing chickens, in my experience, a wee bwark at a chook makes many things better)",2,ethos
"A man's chance of getting cancer is 44% and 23% of men will die from cancer, 38% of women get cancer and 19% die.",2,ethos
2 comments 4 likes and no views gg youtube,2,ethos
'Nah cut it off Im sure I won't regret it ',2,ethos
" Oh and NIki pronounced mademoiselle Maupin way better than Siri did.""",2,ethos
 I just wanna make you feel okay,2,ethos
 From the midnight sun where the hot springs blow,2,ethos
 Don't say I'm not your type,2,ethos
 And therefore never send to know for whom the bell tolls ,2,ethos
 And I can't stand another day,2,ethos
" All values, unless otherwise stated, are in US dollars.""",2,ethos
"#Koeln Mohamed erkennt kein deutsches Recht sondern nur die #Scharia an. Das er den Kölner Dom kaputt machen wollte, war nur ein Scherz aber wenn er aus dem Knast rauskommt, hat er kein Mitleid mehr. https://t.co/xcSixH8JR2",2,hasoc
mdr Umfrage 'Gehört der Islam zu Deutschland?' 15.000 beteiligten sich und hier zeigt sich der Unterschied zwischen Propaganda und realem Empfinden der Menschen. https://t.co/eOwnM7zW96,2,hasoc
Einreise per Flugzeug: Regierung erklärt Flüchtlingszahlen zur Geheimsache / AfD prüft rechtliche Schritte https://t.co/r6ijPQ7u6y,2,hasoc
alle müssen etwas mehr tun❗    Sonst wird es viel Leid geben.     Mehr als 1945. Viel mehr❗    Und in jeder Hinsicht❗    https://t.co/dRlM3AiFtS    https://t.co/7ICQOswycy,2,hasoc
"„Wurde in den letzten Jahren vonseiten der Politik auf Verteilen statt Schaffen von Wohlstand gesetzt, steht uns ein noch radikalerer Weg bevor.“   Klasse, fundierter und bedrückender Lagebericht von @thinkBTO   https://t.co/DmziXwAWIZ",2,hasoc
"@Tiefseher @welt Wenn der Staat damit wenigstens für die Zukunft sorgen würde! Bildung, Innovation, Infrastruktur, .... stattdessen Sozialstaat für alle.",2,hasoc
"Die #AfD warnt schon lange davor, dass die Schule von links-grünen Lehrern unter Missachtung des #Beutelsbacher_Konsens zur politischen Beeinflussung der Schüler missbraucht wird. Man fühlt sich in schlimmste #DDR-Zeiten zurückversetzt. #Neutrale_Schule https://t.co/pk4NIf4acJ",2,hasoc
"@ArasBacho Wer hat dem kriminellen Grapscher das geschrieben? So viel IQ hat der nicht, dass der auch nur einen Satz fehlerfrei schreiben kann.",2,hasoc
"#Regensburg: Syrer (16) schlägt bei einer Geburtstagsfeier in einer Sportgaststätte einer 18-Jährigen ins Gesicht und zückt ein Einhand-#Messer - als Gäste dazwischengehen eskaliert die Situation, es kommt zur #Massenschlägerei mit mehreren Verletzten  https://t.co/MybWYp37p0",2,hasoc
"Alfred Nobel würde sich im Grab rumdrehen.  Ein Obama (führte die meisten Kriege im Amt eines US-Präsident), wurde der Friedensnobelpreis verliehen.  Nun ein psychisch krankes Kind, steht nun ganz weit oben auf der Liste für die Verleihung des 'Friedensnobelpreis'.  Sind die krank?",2,hasoc
"In #Hamm wird dieses Herzchen gesucht. Er stieß einen 65 Jahrigen sehbehinderten Mann aus dem Aufzug, als dieser den Aufzug betreten wollte. Der Senior verletzte sich beim Sturz erheblich https://t.co/pbSPhgNGu6 https://t.co/9t1lcqnbq5",2,hasoc
"Fastenbrechen in Triberg, Bürgermeister &amp; Pfarrer sind auch dabei,die Bürgermeister-Sekretärin aber sitzt bei den Frauen, denn es herrscht 'strikte Trennung der Geschlechter - ausschließlich Männer waren beim Fastenbrechen', Frauen sind in separaten Räumen  https://t.co/cN5AlprnNC",2,hasoc
"@lawyerberlin @Lebensformation ich nenne jeden einen Barbaren, der aus religiösem Fanatismus Musikinstrumente zerstört. Wobei Barbar noch sehr milde ist.    VOR ALLEM DIE VOLLIDIOTEN, DIE ORGELN ZERSTÖREN!!     Und überhaupt Kirchenzerstörer!",2,hasoc
@SaschaUlbrich @symptompanik @Mundaufmachen @AfD Man kann wirklich nur verzweifeln. Warum haben die Politiker das zugelassen? Warum haben wir das zugelassen. Fck Islam. Ich will diesen Rotz aus meinem Land haben. Zurück in das Mittelalter mit euch.,1,hasoc
"@JoanaCotar @Notabaris @Die_Gruenen @GoeringEckardt Die meisten Grünen wären zu dumm, eine Würstchenbude erfolgreich zu betreiben. Aber sie wissen natürlich genau, was Konzerne zu tun haben. Der Standort Deutschland wird scheibchenweise ruiniert.",2,hasoc
